,soc_id,lat,lng,Preferred_name,line_1,line_2,line_3,line_4,line_5,line_6,line_7,line_8,line_9,line_10,line_11,line_12,line_13,line_14,line_15,line_16,line_17,line_18,line_19,line_20,line_21,line_22,line_23,line_24,line_25,line_26,line_27,line_28,line_29,line_30,line_31,line_32,line_33,line_34,line_35,line_36,line_37
231,15401,-6.52,145.61,Fore,64,2,2,128,2,16,2,2,2,128,2048,8,2,2,512,2048,128,2048,512,128,128,2,8192,2048,2,512,8192,8192,8192,128,8192,1024,256,128,128,8192,1024
232,15412,-0.79,29.04,Forest Bira,8192,4096,4096,8192,128,8192,8192,1024,8192,128,64,8192,2048,2048,512,2048,8192,8192,2,128,1024,8192,8192,2048,1024,8192,8192,512,2,128,8192,128,8192,128,16,16,128
233,15439,45.2,4.03,Auvergne,4,4,4,16,2,2,16,2,2,128,64,2,64,2,512,8,1024,64,512,128,128,2,8192,2048,1024,8192,8192,8192,8192,128,8192,128,64,16,128,16,16
234,15445,47.0,2.0,Berry,4,2,2,16,2,2,2,2,2,2,2048,2,2,2,512,64,1024,32,512,128,128,2,1024,512,128,8192,8192,8192,8192,2,128,128,256,128,1024,128,16
235,15489,48.83,-64.48,French Canadians,4,2,2,16,2,2,2,2,2,2,2048,2,2,2,512,64,1024,256,512,128,128,2,8192,32,128,8192,8192,512,8192,2,8192,128,64,16,128,128,128
236,15497,48.78,-0.68,Normandy,4,2,2,16,2,2,2,2,2,16,64,2,2,2,512,64,128,32,512,128,128,2,8192,8,128,512,8192,8192,8192,16,8192,1024,64,16,16,128,128
237,15500,43.31,-1.58,French Basques,4,2,2,16,2,2,2,2,2,8192,64,2,2,2,512,32,128,8,2,16,128,2,8192,32,16,8192,8192,8192,8192,8192,8192,128,1024,8192,8192,1024,128
238,15522,46.07,13.23,Friuli,64,2,2,8192,1024,1024,2,2,2,2,64,8,2,2,512,64,1024,64,2048,8192,128,1024,8192,512,128,512,8192,512,8192,2,8192,1024,256,1024,128,128,16
239,15533,17.91,-62.85,St. Barthélemy,4,2,2,16,2,2,2,2,2,2,64,2,2,2,512,64,128,64,16,128,128,2,8192,32,128,32,8192,8192,8192,2,8192,128,64,2,16,128,16
240,15544,13.8,8.98,Wodaabe,1024,4096,2,128,1024,8192,8192,2,2,1024,64,8192,2,2,512,1024,8192,8192,512,128,1024,2,8192,2048,1024,8192,8192,32,8192,1024,8192,128,256,1024,128,1024,1024
241,15566,12.89,23.47,Fur,1024,4,4,1024,16,16,16,2,2,128,64,32,64,2,8192,2048,1024,8192,16,1024,128,2,128,2048,1024,512,8192,32,8192,128,8192,1024,64,16,16,16,1024
242,15577,6.09,10.3,Fut,4,4,64,8192,2,8192,128,2,2,1024,64,2,64,2,512,2048,8192,8192,16,128,1024,2,8192,512,16,8192,8192,512,8192,1024,8192,1024,1024,128,1024,1024,1024
243,15610,-8.81,146.53,Fuyuge,4,2,2,16,2,2,2,2,2,128,8192,2,2,2,32,32,16,512,16,1024,1024,2,128,8,16,2,8192,2,128,128,8192,2,1024,128,8192,1024,128
244,15643,21.77,84.36,Gadaba,64,2,2,8192,16,128,2,2,2,128,2048,32,2,2,512,4096,1024,8192,2,128,1024,64,128,2048,1024,512,8192,512,8192,128,8192,1024,256,16,128,1024,128
245,15676,42.94,-9.19,Galicia,64,2,2,128,1024,1024,2,2,2,16,2048,8,2,2,2,64,128,8,16,128,128,2,1024,512,1024,8192,8192,512,8192,16,8192,128,256,1024,1024,128,16
246,15687,9.31,42.19,Kottu,1024,2,2,128,1024,8192,128,2,2,128,64,8,2,2,512,1024,1024,8192,2,128,1024,2,128,512,1024,8192,8192,32,128,128,8192,16,64,16,128,128,1024
247,15703,6.25,37.0,Gamo,8192,8192,2048,8192,1024,1024,8192,8192,1024,8192,64,512,64,2,512,1024,8192,8192,512,128,1024,8192,8192,2048,1024,8192,8192,8192,8192,8192,8192,128,256,128,128,16,128
248,15709,24.68,90.09,A·chik Mande,4,8,4096,16,2,2,8192,2,1024,16,8192,2,64,2,512,128,1024,2048,2,128,128,2,8192,512,16,512,512,32,128,16,8192,128,8,16,16,128,16
249,15720,30.21,78.92,Garhwal,256,4,4,128,128,128,16,2,2,128,512,8,512,2,512,4096,1024,8192,2048,128,16,2,128,512,128,512,512,512,128,128,8192,128,256,16,16,128,2
250,15725,7.54,40.63,Garre,1024,8,32,128,1024,1024,128,8192,1024,1024,64,8,64,512,512,1024,8192,8192,2,128,1024,2,8192,512,1024,512,512,512,8192,1024,8192,1024,256,128,128,1024,8192
251,15731,22.25,71.19,Saurashtra,512,32,64,128,128,128,128,16,16,16,512,8,512,8,2,4,128,2,2,128,128,2,128,512,128,32,8192,32,128,16,8192,128,2,128,128,128,128
252,15780,22.81,108.36,Gelao,512,2,2,8192,128,1024,2,2,2,16,2048,8,2,2,512,32,128,256,512,128,128,64,1024,2048,1024,32,8192,512,128,16,8192,128,8,128,1024,16,128
253,15797,41.69,44.8,Kakheti,1024,2,2,8192,1024,8192,2,2,2,16,8192,128,2,2,512,2,128,256,512,1024,128,2,128,8,1024,2,8192,512,128,16,8192,1024,1024,16,16,16,128
254,15798,39.78,30.52,Adjari,1024,2,2,8192,1024,8192,2,2,2,1024,64,8192,2,2,512,1024,128,8192,16,8192,128,8192,8192,2048,8192,8192,2,512,8192,1024,8192,8192,256,128,128,2,8192
255,15819,48.22,16.35,Bavaria Munich High Germany,4,4096,1024,16,2,2,8192,2,1024,128,64,2,64,8192,512,2,128,2,512,1024,128,2,128,2048,128,8192,512,8192,128,128,128,16,256,8192,8192,128,8192
256,15830,54.29,10.88,Schleswig-Holstein,64,4,64,128,1024,1024,128,2,2,128,64,8,64,2,512,64,128,256,512,1024,1024,2,8192,512,128,8192,8192,8192,8192,128,8192,128,256,1024,128,128,128
257,15841,51.88,6.91,Rhine-Westphalia,16,2,2,16,2,2,2,2,2,1024,2048,2,2,2,512,2,16,2,2048,128,128,2,8192,32,16,8192,8192,8192,8192,1024,8192,128,8192,8192,8192,128,128
258,15852,51.33,12.37,Urban E Germans,8192,8192,2,8192,128,1024,8192,2,1024,2,64,8192,64,8192,512,2,16,2,512,1024,128,8192,128,512,1024,512,512,8192,2,2,8192,128,64,1024,128,16,128
259,15868,6.66,-1.61,Ghana: Urban,1024,NaN,8192,8192,NaN,NaN,8192,NaN,8192,16,64,8,64,2048,8192,32,1024,8,512,NaN,128,256,8192,2048,128,8192,8192,512,8192,16,8192,128,256,16,1024,16,128
260,15871,6.99,35.58,Bench-Maji,8192,2,2,8192,8192,8192,2,2,2,1024,64,8192,2,2,512,8192,8192,8192,2,128,8192,8192,8192,2048,16,8192,8192,8192,8192,1024,8192,1024,256,16,16,1024,128
261,15890,6.25,37.0,Gidole,1024,2,2,8192,1024,1024,2,2,2,1024,2048,8192,2,2,512,4096,8192,2048,16,128,128,1024,8192,512,1024,512,8192,32,2,1024,128,128,64,128,1024,16,1024
262,15896,-8.1,156.83,I-Kiribati,32,2,2,8192,128,8192,2,2,2,16,2048,8,2,2,512,2,128,2,512,128,128,2,8192,512,128,512,8192,8192,8192,16,8192,128,64,16,16,128,16
263,15907,43.22,142.86,Nivkh,4,2,2,16,2,2,2,2,2,16,64,2,2,2,512,2048,8192,8192,512,128,128,2,1024,32,16,2,8192,512,128,16,2,128,8,16,16,128,128
264,15929,6.41,-10.75,Dan,8192,4096,4096,8192,8192,1024,8192,1024,8192,1024,64,8192,64,2048,512,8192,8192,8192,8192,8192,8192,8192,8192,512,1024,8192,8192,512,8192,1024,8192,8192,8192,128,1024,16,1024
265,15973,12.0,-71.5,Wayuu,4,2,2,16,2,2,2,2,2,128,2048,2,2,2,512,2048,1024,8192,2,128,128,2,8192,2048,16,512,8192,512,8192,128,128,128,64,2,128,1024,1024
266,15978,-9.07,143.2,Gizra,64,2,2,8192,1024,1024,2,2,2,1024,2048,8,2,2,512,4096,128,8192,2,128,1024,8192,8192,2048,16,8192,2,512,8192,1024,8192,128,256,128,128,1024,16
267,15984,-8.86,143.4,Kerewo,32,2,2,8192,1024,128,2,2,2,16,8192,32,2,2,8192,2048,128,2048,2,16,16,8,128,8,16,2,8192,512,128,16,8192,8192,1024,16,16,8192,1024
268,15995,-6.16,35.75,Gogo,2048,4,64,8192,8192,8192,8192,8192,8192,1024,512,8,512,2,512,2048,1024,8192,2,128,1024,256,8192,32,128,8192,8192,8192,8192,1024,8192,128,1024,8192,8192,1024,1024
269,16028,21.14,79.08,Gond,512,8,2,128,1024,1024,2,128,2,128,64,8,64,2,512,4096,128,2048,2,128,128,2,8192,512,1024,8192,8192,8192,8192,128,8192,128,64,128,128,128,16
270,16039,23.7,86.94,Kanyapur,4,512,32,16,16,2,128,128,1024,2,2048,2,64,128,512,2,1024,8192,2,1024,16,2,2,8,1024,2,8192,32,128,2,8192,128,8,2,128,1024,16
271,16083,39.57,20.76,Greek Epirus,4,256,128,16,2,2,1024,128,1024,2,8192,2,8192,32,512,16,2,2,2,128,16,2,2,8,128,2,2,2,2,2,8192,1024,8,16,16,128,16
272,16094,37.34,22.35,Kalamata,4,256,128,16,2,2,1024,128,1024,2,64,2,8192,128,512,1024,2,8192,2,1024,16,2,2,512,128,512,512,2,2,2,8192,1024,8,16,128,128,16
273,16100,42.18,2.91,Pontos,4,256,4,16,2,2,8192,2,2,2,512,2,512,2,512,4096,128,2048,16,128,16,2,128,512,128,8192,8192,512,128,2,8192,1024,64,16,1024,128,16
274,16127,65.61,-37.63,Tunumiit,4,256,4,1024,16,16,16,2,2,1024,8192,8,512,2,512,1024,128,2048,2,16,1024,2,8192,32,128,2,32,512,8192,1024,8192,1024,256,16,16,128,1024
275,16138,12.22,-61.61,Grenada,1024,2,8192,8192,1024,8192,8192,8192,8192,1024,64,8,64,2,512,2048,8192,8192,2,128,1024,2,8192,512,128,8192,8192,8192,8192,1024,8192,128,256,128,128,128,128
276,16170,-9.57,160.14,Guale,4096,2,2,8192,1024,1024,2,2,2,8192,8192,8192,2,2,512,4096,1024,256,2048,1024,128,8192,8192,32,128,512,2,512,2,8192,128,1024,256,1024,128,1024,8192
277,16182,16.31,-61.43,Guadeloupe,1024,4096,8192,128,1024,8192,8192,8192,8192,1024,64,8,64,2048,512,1024,8192,2048,512,128,128,2,8192,512,128,8192,8192,8192,8192,1024,8192,128,256,128,128,128,128
278,16193,8.74,-66.23,Guahibo,32,2,2,1024,128,16,2,2,2,1024,512,32,2,2,512,4096,1024,8192,2,128,1024,2,1024,512,128,512,8192,512,8192,1024,8192,1024,64,16,1024,128,1024
279,16292,1.61,16.04,Ngundi,8192,8192,4096,8192,8192,8192,8192,8192,8192,1024,64,8192,64,2048,512,128,1024,8192,512,16,128,8192,8192,2048,16,8192,8192,32,2,1024,8192,1024,1024,128,128,1024,1024
280,16363,48.29,20.69,Hungarian Roma,4,8,2,16,2,2,128,2,2,1024,64,2,64,128,512,32,1024,32,16,1024,128,2,8192,2048,128,512,512,512,8192,1024,8192,1024,64,16,128,16,128
281,16402,-4.88,29.66,Hadimu,256,2,32,128,128,128,128,1024,8192,16,64,8,64,128,512,4,1024,2,2,128,1024,2,8192,512,128,8192,8192,32,128,16,128,128,256,2,16,128,1024
282,16424,53.0,-132.0,Haida,64,4,64,128,128,128,128,2,2,1024,2048,8,8,2,32,64,128,2,2,1024,1024,2,1024,512,128,512,8192,512,8192,1024,128,1024,64,16,128,1024,1024
283,16429,-9.47,147.2,Hahon,4096,8,64,8192,128,1024,128,1024,1024,128,2048,8,8,8,512,4096,2,8192,NaN,8192,1024,1024,8192,2048,1024,8192,2,512,128,128,8192,128,64,128,128,16,1024
284,16446,18.59,-72.3,Haiti,256,8192,32,128,1024,8192,8192,8192,8192,128,64,8,64,2048,512,2048,1024,8192,16,1024,128,2,8192,512,1024,8192,8192,512,8192,128,8192,1024,256,128,128,128,128
285,16457,23.37,113.76,Hakka,4,2,2,16,2,2,2,2,2,16,2048,2,2,2,512,2048,128,2048,2,128,16,2,128,512,128,2,8192,32,128,16,8192,128,8,16,128,128,16
286,16473,-9.47,147.2,Halia,4096,2,2,8192,1024,1024,2,2,2,8192,64,8192,2,2,512,64,128,256,NaN,1024,1024,8192,8192,32,1024,512,2,32,2,8192,8192,128,256,128,128,128,8192
287,16479,13.83,29.41,Hamar,4096,8,64,8192,1024,1024,8192,8192,1024,8192,64,512,64,512,512,512,8192,8192,16,1024,128,8192,1024,512,1024,8192,8192,512,8192,8192,128,8192,256,128,128,128,8192
288,16517,-6.8,146.56,Anga,2048,2,2,8192,1024,128,2,2,2,128,2048,8192,2,2,512,2048,1024,2048,16,16,128,8,8192,2048,128,32,2,512,2,128,8192,128,64,16,128,16,1024
289,16545,16.56,121.26,Hanunoo,4,256,4,16,2,2,2,2,2,2,8192,2,2,2,512,2,128,8192,512,128,16,2,128,32,16,2,8192,512,8192,2,8192,1024,256,2,16,8192,2
290,16578,-3.58,35.0,Hadza,64,4,64,8192,1024,1024,128,2,2,8192,64,8,8,8,512,512,1024,8192,2,1024,1024,1024,8192,512,128,8192,8192,8192,8192,8192,8192,1024,256,128,1024,128,1024
291,16589,11.74,8.52,Hausa Kanawa,4,4,32,16,2,2,128,8192,8192,16,64,2,64,128,512,4096,1024,8192,16,1024,1024,2,128,2048,128,8192,8192,32,8192,16,8192,1024,256,128,128,16,1024
292,16600,38.98,-114.3,Havsuwʼ Baaja,4,4,4,16,2,2,16,2,2,16,2048,2,8,2,32,64,1024,8,16,16,1024,2,1024,512,128,8192,8192,8192,128,16,8192,1024,64,16,2,128,128
293,16611,20.0,-155.82,Native Hawai'i,16,4,4,16,2,2,16,2,2,2,64,2,64,2,512,4096,8192,8192,8192,16,1024,2,8192,512,128,8192,8192,8192,8192,2,8192,128,256,1024,1024,1024,2
294,16622,11.19,29.41,Hawazma,4,2,2,16,2,2,2,2,2,16,64,2,64,2,512,1024,1024,2048,16,1024,128,2,1024,2048,128,512,8192,512,8192,16,8192,1024,8,16,128,128,1024
295,16633,-1.32,31.8,Haya,1024,8192,2048,8192,8192,1024,8192,128,1024,128,64,8,64,512,512,32,1024,64,2,16,16,8,128,32,128,8192,8192,32,2,128,128,1024,256,1024,16,1024,8192
296,16644,34.81,67.82,Hazara,128,2,2,1024,128,2,2,2,2,2,8192,32,2,2,512,2,16,2,2,128,16,2,2,32,128,2,8192,32,128,2,128,128,2,2,16,16,16
297,16655,12.8,45.03,Yemenite Jews,4,256,4,16,2,2,16,128,2,16,2048,2,64,2,512,2,16,2,2,128,16,2,2,512,8192,512,8192,2,2,16,2,128,8,2,2,16,1024
298,16666,57.26,-7.33,South Uist,256,2,2,128,1024,1024,2,2,2,128,64,8,2,2,512,64,1024,64,16,1024,128,2,8192,512,128,8192,8192,8192,8192,128,8192,1024,256,128,128,128,16
299,16688,-7.73,35.69,Hehe,4,4,64,8192,8192,8192,128,8192,8192,128,64,8,64,512,8192,1024,1024,8192,16,128,128,2,8192,2048,128,8192,8192,512,8192,128,8192,128,256,16,128,128,1024
300,16710,-14.11,28.28,Tumbuka,1024,8,64,8192,1024,8192,128,8192,8192,128,64,8,8,8,2,128,128,2048,2,16,128,1024,8192,512,128,8192,8192,8192,2,128,8192,128,64,8192,128,128,128
301,16750,19.15,84.22,Hill Saora,4,2,2,16,2,2,2,2,2,128,2048,2,2,2,512,2048,1024,2048,2,128,128,2,1024,512,16,512,8192,512,8192,128,8192,128,64,2,128,128,16
302,16787,-19.4,13.91,Himba,8192,4,4096,8192,8192,1024,8192,8192,128,1024,2048,8192,512,2048,512,8192,1024,8192,2,128,8192,8192,8192,2048,128,8192,8192,512,128,1024,8192,128,1024,1024,1024,1024,8192
303,16792,25.88,84.29,Bhojpuri,4,2,2,16,2,2,8192,2,2,2,2048,2,2,2,512,512,1024,2048,2,128,16,2,128,512,128,512,512,512,128,2,8192,128,64,16,128,1024,16
304,16809,43.22,142.86,Hokkaido Ainu,4,2,64,8192,128,2,128,8192,2,1024,2048,8,8,8,512,4096,1024,8192,2,1024,1024,2,2,32,128,512,8192,512,128,1024,2,1024,256,16,16,128,128
305,16825,-9.44,159.97,Honiara,32,4,4,8192,1024,1024,8192,2,2,2,64,8,64,2,512,64,128,64,2048,1024,128,1024,8192,512,128,8192,8192,32,8192,2,8192,1024,1024,16,1024,128,128
306,16831,36.06,-109.18,Hopituh Shi-nu-mu,64,4,4,128,1024,1024,16,2,2,1024,2048,8,2048,2,512,8,1024,2,16,1024,1024,2,1024,512,1024,8192,8192,512,8192,1024,128,1024,256,128,128,2,128
307,16869,35.95,103.28,Hui,4,2,2,16,2,2,2,2,2,128,2048,2,2,2,512,8,128,32,512,1024,128,2,16,32,1024,512,8192,512,128,128,2,1024,64,16,128,128,128
308,16875,20.65,-103.42,Wixáritari,4,8,32,16,2,2,8192,2,2,1024,64,2,64,2,512,2048,8192,8192,512,128,1024,2,8192,512,16,512,8192,512,8192,1024,8192,128,64,16,16,1024,128
309,16919,47.6,19.36,Magyar,4,2,2,16,2,2,2,2,2,16,64,2,2,2,512,64,128,64,2,128,128,2,8192,512,1024,8192,8192,8192,8192,16,8192,1024,256,1024,1024,128,16
310,16930,41.09,-123.68,Natinixwe,8192,2,2,8192,128,128,2,2,2,1024,64,128,8,2,512,4096,128,8192,2,1024,1024,8192,16,2048,128,8192,8192,512,8192,1024,2,128,64,16,128,16,8192
311,16963,-2.56,147.28,Iatmul,64,512,64,8192,2,1024,128,8192,128,1024,2048,8,2048,8,512,2048,128,2048,2,16,128,2,8192,2048,16,32,8192,512,8192,1024,8192,128,256,16,128,1024,1024
312,16974,1.55,110.35,Iban,4,2,2,16,2,2,2,2,2,2,8192,2,2,2,512,2,16,8192,2,16,16,2,128,8,16,2,8192,512,128,2,2,1024,8,16,16,1024,2
313,16996,5.85,6.85,Igbo,256,4,64,8192,8192,8192,128,1024,8192,1024,2048,8,2048,128,512,2,8192,2,2,1024,128,256,1024,512,128,8192,8192,512,128,1024,128,128,256,128,128,128,1024
314,17029,7.25,144.44,Ifaluk,4,2,2,16,2,2,2,2,2,2,2048,2,2,2,512,2048,2,8192,8192,16,128,2,1024,8,128,512,8192,32,8192,2,8192,1024,64,1024,1024,128,16
315,17062,16.83,121.17,Ifugao,64,2,2,1024,16,16,2,2,2,2,8192,32,2,2,512,2,16,8192,2,16,128,256,16,32,16,2,8192,512,128,2,8192,128,8,128,128,1024,1024
316,17106,16.55,120.8,Ibaloi,64,2,2,128,128,128,2,2,2,16,8192,8,2,2,512,4096,16,8192,2,16,128,2,8192,8,128,2,8192,512,128,16,8192,128,8,16,128,8192,128
317,17150,16.08,120.62,Ilocano,4,2,2,16,2,2,2,2,2,2,8192,2,2,2,32,2,2,2,2,128,16,2,2,2,128,2,8192,2,2,2,2,1024,8,2,2,16,2
318,17183,15.91,79.74,Andhra Pradesh,4,256,32,16,2,2,8192,128,8192,2,64,2,64,512,512,2,128,2,2,1024,16,2,2,512,16,8192,8192,32,2,2,8192,1024,64,2,16,128,16
319,17194,10.16,-61.43,Indo-Trinidad,4,2,2,128,2,2,2,2,2,2,64,8,2,2,512,64,128,2,2,128,128,2,128,32,128,8192,8192,8192,128,2,8192,128,8,2,16,128,16
320,17227,43.4,44.82,Ingush,4,4,4,16,2,2,8192,2,2,2,512,2,512,2,512,64,1024,32,2,128,128,2,1024,512,128,8192,8192,8192,8192,2,8192,1024,256,128,16,128,128
321,17232,64.23,-76.54,Nunatsiaqmiut,8192,2,2,8192,16,8192,2,2,2,8192,64,2048,2,2,512,8192,8192,8192,16,1024,8192,8192,8192,2048,16,512,2,8192,8192,8192,2,8192,64,2,2,16,8192
322,17234,56.54,-79.22,Netsilik,8192,2,2,8192,8192,8192,2,2,2,8192,64,512,2,2,512,8192,8192,8192,8192,1024,8192,8192,8192,2048,128,8192,2,8192,8192,8192,2,128,1024,16,2,16,8192
323,17236,60.02,-70.02,Nunavimmiut,4,2,2,16,2,2,2,2,2,128,2048,2,2,2,512,64,1024,8,2,128,1024,2,8192,2048,16,512,2,8192,8192,128,8192,1024,256,128,2,16,128
324,17249,38.42,45.76,Iran,4,2,2,16,2,2,2,2,2,128,8192,2,2,2,512,2,1024,2,2,128,16,2,2,8,1024,2,8192,512,2,2,2,128,8,16,1024,128,16
325,17265,-1.33,133.17,Papua,256,2,2,128,1024,16,2,2,2,128,8192,8,2,2,2,2,16,2,2,16,128,2,1024,32,16,2,8192,512,128,128,8192,1024,1024,128,1024,1024,1024
326,17271,54.59,-5.93,Ulster,4,2,2,16,2,2,2,2,2,16,64,2,2,2,512,64,128,64,512,1024,128,2,8192,512,128,512,8192,8192,8192,16,8192,128,256,128,16,128,16
327,17282,51.25,-85.32,Haudenosaunee,256,4,64,128,128,1024,128,1024,1024,1024,2048,8,8,8,512,8,128,2,2,128,1024,2,1024,512,1024,8192,8192,512,8192,1024,128,128,64,128,128,16,128
328,17330,45.08,13.85,Croatian Istria,64,2,2,8192,8192,8192,2,2,2,128,64,8,2,2,8192,64,128,8,16,128,128,1024,1024,512,1024,512,2,512,2,128,128,16,64,16,128,16,128
329,17350,41.45,14.25,Lettino,16,2,2,16,2,2,2,2,2,16,64,2,2,2,512,2048,128,8192,16,128,128,2,128,32,1024,512,8192,32,2,16,128,16,8,2,16,16,16
330,17359,41.82,15.77,Gargano,4,4,4,16,2,2,8192,2,2,2,64,2,64,2,512,32,128,32,2,128,128,2,1024,32,1024,2,8192,512,128,2,8192,128,2,16,16,128,16
331,17375,44.34,10.49,Emilia-Romagna,4,NaN,64,16,2,2,8192,NaN,1024,128,8192,2,64,8192,512,16,1024,8,2,128,128,2,16,2,1024,2,8192,8192,2,128,2,16,64,128,16,16,16
332,17378,43.37,13.21,Umbria-Marche,1024,2,2,8192,1024,1024,2,2,2,128,2048,8192,2,2,2,2048,128,2048,2,1024,128,1024,128,32,1024,32,8192,512,128,128,128,128,64,128,128,16,128
333,17403,45.21,12.27,Chioggia,4096,2,2,8192,1024,1024,2,2,2,16,64,8,2,2,512,8,16,256,2,16,128,2,8192,8,128,2,8192,512,8192,16,8192,128,8,16,16,16,128
334,17414,38.92,1.29,Ibiza,4,256,4,16,2,2,16,2,2,2,2048,2,2048,2,512,1024,16,8192,512,16,16,2,16,8,1024,2,2,32,128,2,2,16,8192,2,16,16,16
335,17436,-11.24,-53.2,Yawalapiti,4,4,2,16,2,2,2,2,2,1024,2048,2,8,2,512,8,1024,2,2,128,1024,2,8192,32,16,8192,8192,8192,8192,1024,8192,2,64,16,16,128,128
336,17469,2.86,102.17,Jakun,1024,2,2,8192,128,16,2,2,2,16,8192,8192,2,2,512,32,128,2048,2,1024,16,8,8192,32,16,2,2,32,128,16,8192,1024,8,16,16,1024,16
337,17474,5.55,101.33,Jahai,1024,8,1024,128,128,128,8192,8192,1024,128,2048,8192,64,8192,512,2048,1024,2048,2,16,128,2,1024,512,128,512,8192,8192,8192,128,128,128,8,16,1024,128,16
338,17480,17.97,-76.43,Jamaican,1024,8,64,8192,1024,8192,128,8192,8192,128,64,8,64,8,512,1024,128,8192,512,128,128,64,8192,512,128,8192,8192,512,8192,128,8192,128,256,128,128,16,1024
339,17502,35.67,139.65,Tokyo,256,2,2,1024,128,16,2,2,2,2,8192,32,2,2,512,2,2,2,512,128,16,2,2,2,128,2,8192,32,2,2,2,128,8,16,16,128,16
340,17535,10.3,9.82,Bankalawa Jarawa,16,4096,4096,16,2,2,8192,2,8192,8192,64,2,64,2048,8192,256,8192,2048,2,128,8192,2,8192,2048,1024,8192,8192,512,8192,8192,8192,1024,256,128,128,1024,1024
341,17546,19.44,84.26,Jaunsari,512,2,2,128,128,1024,2,2,2,128,2048,8,2,2,512,1024,2,8192,512,128,128,2,16,512,1024,32,8192,32,128,128,8192,128,256,128,16,16,128
342,17557,-7.57,110.82,South Jakarta,4,512,32,16,2,2,8192,128,8192,2,8192,2,64,8192,512,2,128,2,16,1024,16,2,2,32,16,2,8192,32,128,2,2,16,2,2,1024,128,16
343,17579,29.95,-90.07,New Orleans Creole,4,8192,2048,16,2,2,8192,128,8192,2,64,2,64,8192,512,32,8192,32,2,128,128,2,8192,512,1024,8192,8192,512,8192,2,8192,128,256,128,128,1024,1024
344,17584,40.84,-73.86,Mixed New York Jews,128,2,2,2,16,2,2,2,2,16,8192,2,2,2,512,2,128,2,2,128,128,2,8192,8192,128,2,8192,8192,8192,16,8192,128,64,128,1024,128,1024
345,17587,12.0,37.25,Falasha,64,2,2,1024,128,128,2,2,2,2,8192,32,2,2,2,2,16,2,2,128,16,2,2,32,128,2,512,32,2,2,8192,128,8,16,128,128,128
346,17599,33.87,-5.54,Moroccan Jews,1024,2,2,1024,128,128,2,2,2,2,8192,32,2,2,512,2,128,2,16,1024,16,2,16,512,128,8192,8192,32,2,2,2,16,64,128,128,128,16
347,17609,33.8,10.84,Tunisian Jews,4096,2,2,1024,16,2,2,2,2,2,8192,32,2,2,512,2,8192,2,512,1024,128,2,128,512,128,8192,8192,32,128,128,128,1024,8,16,128,128,128
348,17610,40.71,-74.0,Ashkenazi New York Jews,4,2,2,16,2,2,2,2,2,2,2048,2,2,2,2,32,2,2,2,128,128,2,128,32,16,32,8192,8192,128,2,8192,1024,256,1024,8192,1024,2
349,17661,22.81,108.36,Jinghpaw,1024,4,4,8192,128,16,16,2,2,8192,2048,8192,512,2,512,NaN,128,2048,16,8192,128,8192,8192,512,1024,512,8192,512,2,8192,128,2,8192,1024,1024,1024,1024
350,17667,-2.11,-78.35,Jivaro,4,2,2,16,2,2,2,2,2,1024,64,2,2,2,512,8192,8192,8192,2,128,8192,2,1024,512,16,512,8192,8192,8192,1024,8192,128,64,16,16,1024,128
351,17689,18.81,82.71,Jhodia,32,4,32,1024,128,1024,128,16,1024,128,64,8,64,512,8192,512,8192,2,16,8192,128,2,128,2048,1024,512,8192,512,8192,128,8192,1024,64,16,128,16,1024
352,17700,31.76,35.21,Israeli Jews,4,2,2,16,2,2,2,2,2,2,8192,2,2,2,512,2,16,2,2048,1024,16,2,16,8,8192,2,8192,2,2,2,128,16,8,2,16,128,16
353,17733,-11.24,-53.2,Yudjá,512,4,64,128,1024,128,128,8192,128,1024,2048,8,8,8,512,64,128,256,16,128,1024,2,1024,32,16,8192,8192,32,8192,1024,8192,8192,256,16,16,1024,1024
354,17755,8.61,0.82,Kabiyé,1024,4,2,128,8192,8192,16,2,2,128,64,8,64,2,NaN,256,1024,2048,2,128,128,2,8192,512,1024,8192,8192,512,8192,128,8192,1024,256,16,16,1024,1024
355,17766,35.7,-0.62,Kabyle,4,2,2,16,2,2,2,2,2,2,2048,2,2,2,512,64,128,64,512,128,1024,2,128,32,16,32,8192,32,2,2,8192,1024,256,128,16,1024,128
356,17865,-5.8,144.68,Kakoli,64,2,2,128,128,128,2,2,2,1024,2048,8,2,2,512,4096,128,8192,2,16,128,2,8192,32,1024,512,8192,512,8192,1024,8192,128,256,16,16,1024,8192
357,17884,36.89,73.26,Kalash,128,256,2048,1024,128,16,128,1024,1024,1024,8192,32,8,128,512,1024,128,2048,2,16,1024,64,16,32,1024,2,2,32,128,1024,2,128,256,128,128,1024,8192
358,17887,3.93,-53.12,Kalina,4,4,4,16,2,2,16,2,2,1024,2048,2,64,2,8192,32,128,256,2,128,128,2,1024,32,16,512,8192,512,128,1024,8192,128,256,16,1024,1024,1024
359,17920,46.18,45.0,Torghut Kalmyks,256,2,2,1024,16,16,2,2,2,128,8192,32,2,2,512,64,128,256,16,1024,1024,2,1024,8,1024,2,8192,32,2,128,128,1024,256,128,1024,128,1024
360,17931,46.18,45.0,Buzawa Kalmyks,4,2,2,16,2,2,2,2,2,16,64,2,2,2,512,64,128,512,512,1024,128,2,1024,32,128,8192,8192,32,128,16,128,1024,256,128,1024,128,128
