"","soc_id.strat","xd_id.x","soc_id.canto","pref_name_for_society.x","Glottocode","SocialFactors_V33_code","line_23","line_4","line_22","Society_latitude","Society_longitude","line23_col","stratification_col","line4_col","line22_col"
"479","Ac15","xd39",21077,"Mbala","mbal1257","2",8192,8192,64,-5.12,18.04,"#C52B2F","#88C1CA","#C52B2F","#F1635B"
"480",NA,NA,21093,NA,"mbok1243",NA,8192,2,2,0.44,14.79,"#C52B2F",NA,"#F1635B","#88C1CA"
"481","Ai14","xd342",21110,"Mbum","mbum1254",NA,8192,8192,2,7.58,14.27,"#C52B2F",NA,"#C52B2F","#88C1CA"
"482",NA,NA,21132,NA,"asoa1238",NA,8192,8192,8192,3.01,30.92,"#C52B2F",NA,"#C52B2F",NA
"483",NA,NA,21170,NA,"alge1239",NA,8192,8192,8192,29.26,0.23,"#C52B2F",NA,"#C52B2F",NA
"484",NA,NA,21176,NA,"mani1292",NA,16,16,2,24.82,93.95,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"485","Ie22","xd799",21187,"Mekeo","meke1243","3",128,128,2,-8.24,146.59,"#88C1CA","#F6C3C3","#88C1CA","#88C1CA"
"486","Af5","xd230",21198,"Mende","mend1266","4",8192,8192,2,7.91,-10.99,"#C52B2F","#F1635B","#C52B2F","#88C1CA"
"487","Nf9","xd1243",21209,"Menominee","meno1252","2",8192,128,2,44.94,-88.61,"#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"488","Ib7","xd756",21220,"Mentaweians","ment1249","1",8192,16,2,-1.41,98.94,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"489",NA,NA,21231,NA,"hmon1333",NA,128,16,2,22.42,106.44,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"490","Eh2","xd688",21242,"Merina","meri1243","4",8192,8192,256,-18.02,46.91,"#C52B2F","#F1635B","#C52B2F","#F6C3C3"
"491","Ad35","xd104",21253,"Meru","meru1245","2",16,8192,8,-3.3,36.77,"#F6C3C3","#88C1CA","#C52B2F","#C52B2F"
"492","Nf7","xd1241",21286,"Fox","mesk1242","2",1024,16,2,40.01,-94.12,"#5E9AC4","#88C1CA","#F6C3C3","#88C1CA"
"NA.6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"494",NA,NA,21291,NA,"guer1241",NA,8192,8192,256,17.55,-99.51,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"495",NA,NA,21319,NA,"chua1256",NA,1024,16,2,26.83,106.83,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"496",NA,NA,21341,NA,"kuma1280",NA,8192,128,2,-5.91,144.98,"#C52B2F",NA,"#88C1CA","#88C1CA"
"497","Ib6","xd755",21385,"Minangkabau","mina1268","4",16,16,2,4.17,96.25,"#F6C3C3","#F1635B","#F6C3C3","#88C1CA"
"498","Sa9","xd1325",21440,"Miskito","misk1235","1",8192,16,2,15.16,-84.29,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"499",NA,NA,21484,NA,"mixt1427",NA,8192,16,2,17.05,-96.72,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"500",NA,NA,21506,NA,"mnon1259",NA,2,16,2,12.63,107.31,"#F1635B",NA,"#F6C3C3","#88C1CA"
"501","Nh21","xd1272",21594,"Mojave","moha1256","2",8192,16,2,34.02,-114.51,"#C52B2F","#88C1CA","#F6C3C3","#88C1CA"
"502",NA,NA,21647,NA,"mong1331",NA,16,16,2,48.32,106.29,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"503",NA,NA,21665,NA,"moni1261",NA,8192,8192,8192,-3.73,136.89,"#C52B2F",NA,"#C52B2F",NA
"504",NA,NA,21693,NA,"czec1259",NA,8192,16,2,49.19,16.61,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"505",NA,NA,21704,NA,"Moksha: moks1248; Erzya: erzy1239",NA,8192,8192,8192,54.23,44.06,"#C52B2F",NA,"#C52B2F",NA
"506",NA,NA,21737,NA,"riff1234",NA,16,128,2,34.13,-4.55,"#F6C3C3",NA,"#88C1CA","#88C1CA"
"507",NA,NA,21814,NA,"bari1297",NA,8192,8192,1024,9.08,-72.94,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"508","Ie10","xd786",21825,"Motu","motu1246","2",8192,8192,2,-9.67,147.42,"#C52B2F","#88C1CA","#C52B2F","#88C1CA"
"509",NA,NA,21852,NA,"mula1253",NA,1024,8192,8,26.57,107.24,"#5E9AC4",NA,"#C52B2F","#C52B2F"
"510","Eg8","xd684",21869,"Kol","mund1320",NA,128,1024,2,25.04,87.18,"#88C1CA",NA,"#5E9AC4","#88C1CA"
"511",NA,NA,21891,NA,"mund1326",NA,8192,8192,64,4.23,30.01,"#C52B2F",NA,"#C52B2F","#F1635B"
"512","Ej13","xd720",21913,"Muong","muon1246","3",16,16,2,20.75,105.36,"#F6C3C3","#F6C3C3","#F6C3C3","#88C1CA"
"513",NA,NA,21924,NA,"muri1262",NA,1024,128,2,19.07,82.03,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"514","Ie14","xd790",21946,"Miriam","meri1244","1",8192,8192,8,-9.92,144.05,"#C52B2F","#5E9AC4","#C52B2F","#C52B2F"
"515",NA,NA,21951,NA,"murs1242",NA,8192,128,8192,5.71,36.11,"#C52B2F",NA,"#88C1CA",NA
"516",NA,NA,21957,NA,"nort3186",NA,1024,128,2,4.43,116.18,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"517","Sj9","xd1417",22045,"Kayapo","kaya1330","1",8192,128,2,-9.84,-52.75,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"518","Ed10","xd639",22056,"Shantung","mand1415",NA,128,128,2,31.34,114.71,"#88C1CA",NA,"#88C1CA","#88C1CA"
"519",NA,NA,22060,NA,"taia1239",NA,128,128,2,-5.61,144.12,"#88C1CA",NA,"#88C1CA","#88C1CA"
"520",NA,NA,22065,NA,"port1283",NA,8192,8192,64,41.13,-7.87,"#C52B2F",NA,"#C52B2F","#F1635B"
"521",NA,NA,22067,NA,"komi1267",NA,8192,16,2,60.34,49.62,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"522","Ed7","xd650",22100,"Okinawans","cent2126","3",128,16,2,26.21,127.69,"#88C1CA","#F6C3C3","#F6C3C3","#88C1CA"
"523",NA,NA,22133,NA,"patp1243",NA,1024,16,2,-3.67,152.43,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"524","Aj7","xd412",22166,"Nandi","nand1266","1",1024,8192,256,0.79,35.41,"#5E9AC4","#5E9AC4","#C52B2F","#F6C3C3"
"525",NA,NA,22188,NA,"napo1241",NA,1024,16,2,40.85,14.26,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"526",NA,NA,22215,NA,"nasi1247",NA,8192,8192,8192,-6.24,155.38,"#C52B2F",NA,"#C52B2F",NA
"527","Nh3","xd1279",22243,"Navajo","nava1243","2",1024,128,2,36.21,-110.08,"#5E9AC4","#88C1CA","#88C1CA","#88C1CA"
"528",NA,NA,22248,NA,"naxi1245",NA,16,8192,8192,27.46,100.18,"#F6C3C3",NA,"#C52B2F",NA
"529","Ch5","xd569",22254,"Bulgarians","bulg1262","4",16,16,2,43.36,25.05,"#F6C3C3","#F1635B","#F6C3C3","#88C1CA"
"530","Ab17","xd18",22276,"Ndau","ndau1241",NA,1024,16,2,-20.12,33.17,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"531",NA,NA,22331,NA,"ling1269",NA,1024,16,2,3.65,28.59,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"532",NA,NA,22380,NA,"neha1247",NA,1024,8192,64,-4.57,154.21,"#5E9AC4",NA,"#C52B2F","#F1635B"
"533",NA,NA,22386,NA,"nepa1254",NA,1024,128,2,27.59,87.62,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"534",NA,NA,22408,NA,"anti1245",NA,8192,8192,256,17.17,-62.57,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"535",NA,NA,22430,NA,"amer1254",NA,8192,16,2,34.52,-105.87,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"536",NA,NA,22457,NA,"cana1268",NA,8192,16,2,53.14,-57.66,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"537",NA,NA,22463,NA,"newi1242",NA,8192,16,2,-4.28,152.92,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"538","Ab12","xd13",22573,"Zulu","zulu1248","3",8192,8192,256,-11.78,37.41,"#C52B2F","#F6C3C3","#C52B2F","#F6C3C3"
"539",NA,NA,22617,NA,"nias1242",NA,128,8192,8192,0.91,97.5,"#88C1CA",NA,"#C52B2F",NA
"540",NA,NA,22639,NA,"urdu1245",NA,16,128,2,25.31,82.97,"#F6C3C3",NA,"#88C1CA","#88C1CA"
"541","Ii9","xd888",22672,"Niueans","niue1239","3",8192,1024,2,-19.05,-170.12,"#C52B2F","#F6C3C3","#5E9AC4","#88C1CA"
"542",NA,NA,22705,NA,"woun1238",NA,8192,16,2,8.42,-78.15,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"543","Nb11","xd1070",22749,"Nuu chah nulth","nuuc1236","4",1024,128,2,49.18,-125.71,"#5E9AC4","#F1635B","#88C1CA","#88C1CA"
"544",NA,NA,22754,NA,"alge1239",NA,128,2,2,28.03,1.65,"#88C1CA",NA,"#F1635B","#88C1CA"
"545",NA,NA,22760,NA,"hind1269",NA,8192,16,2,30.08,78.26,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"546",NA,NA,22804,NA,"norw1258",NA,8192,16,2,60.47,8.47,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"547",NA,NA,22826,NA,"acad1238",NA,8192,16,2,44.68,-63.74,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"548",NA,NA,22848,NA,"nsen1242",NA,8192,8192,2,-15.39,31.35,"#C52B2F",NA,"#C52B2F","#88C1CA"
"549",NA,NA,22861,NA,"kadu1257",NA,1024,16,2,11.02,29.72,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"550",NA,NA,22863,NA,"katc1250",NA,8192,128,2,10.79,29.71,"#C52B2F",NA,"#88C1CA","#88C1CA"
"551",NA,NA,22865,NA,"miri1267",NA,8192,1024,2,11.09,29.53,"#C52B2F",NA,"#5E9AC4","#88C1CA"
"552",NA,NA,22867,NA,"lago1242",NA,1024,128,2,12.11,29.43,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"553",NA,NA,22868,NA,"narr1279",NA,1024,16,2,10.64,30.38,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"554","Aj3","xd406",22870,"Nuer","nuer1246","3",1024,16,2,8.14,32.38,"#5E9AC4","#F6C3C3","#F6C3C3","#88C1CA"
"555",NA,NA,22881,NA,"nuku1258",NA,1024,8192,256,-4.52,159.39,"#5E9AC4",NA,"#C52B2F","#F6C3C3"
"556",NA,NA,22892,NA,"numu1240",NA,8192,16,2,-3.67,142.36,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"557",NA,NA,22925,NA,"sard1257",NA,128,8192,2,40.49,9.11,"#88C1CA",NA,"#C52B2F","#88C1CA"
"NA.7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"559",NA,NA,23070,NA,"okkk1242",NA,8192,1024,8192,-3.67,141.5,"#C52B2F",NA,"#5E9AC4",NA
"560",NA,NA,23073,NA,"kand1300",NA,8192,128,2,-0.01,11.71,"#C52B2F",NA,"#88C1CA","#88C1CA"
"561",NA,NA,23090,NA,"olte1239",NA,16,16,2,44.33,23.77,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"562","Sg3","xd1385",23112,"Ona","onaa1245","1",8192,16,2,-54.01,-68.51,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"563","Ii5","xd884",23123,"Ontong Java","onto1237","2",8192,8192,1024,-5.49,159.71,"#C52B2F","#88C1CA","#C52B2F","#5E9AC4"
"564","Ef6","xd668",23145,"Kurukh","kuru1302",NA,1024,128,2,24.46,86.47,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"565",NA,NA,23156,NA,"orej1242",NA,8192,16,2,-3.26,-72.89,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"566",NA,NA,23167,NA,"macr1269",NA,128,16,2,21.66,86.86,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"567","ec19","xd627",23189,"Orok","orok1265","1",128,16,2,49.36,143.13,"#88C1CA","#5E9AC4","#F6C3C3","#88C1CA"
"568","Ie9","xd823",23200,"Orokaiva","orok1269","1",1024,128,2,-8.79,148.09,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"569","Ie39","xd817",23202,"Elema","orok1267","2",128,8192,2,-7.81,145.34,"#88C1CA","#88C1CA","#C52B2F","#88C1CA"
"570",NA,NA,23205,NA,"oroq1238",NA,16,16,2,50.63,125.02,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"571",NA,NA,23211,NA,"osse1245",NA,1024,8192,8,43.03,44.22,"#5E9AC4",NA,"#C52B2F","#C52B2F"
"572",NA,NA,23233,NA,"imba1240",NA,1024,16,2,0.23,-78.27,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"573",NA,NA,23255,NA,"otom1300",NA,8192,16,2,20.61,-98.11,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"574","Sc14","xd1340",23288,"Rucuyen","waya1269",NA,8192,16,2,2.78,-54.44,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"575","Ia6","xd746",23343,"Paiwan","paiw1248","3",1024,8192,8,22.33,120.81,"#5E9AC4","#F6C3C3","#C52B2F","#C52B2F"
"576",NA,NA,23350,NA,"urdu1245",NA,2,16,2,30.38,69.35,"#F1635B",NA,"#F6C3C3","#88C1CA"
"577","If1","xd824",23354,"Palauans","pala1344","3",8192,8192,8,7.48,134.51,"#C52B2F","#F6C3C3","#C52B2F","#C52B2F"
"578",NA,NA,23370,NA,"pala1354",NA,1024,16,2,12.97,121.26,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"579",NA,NA,23420,NA,"toho1245",NA,8192,128,2,31.81,-112.01,"#C52B2F",NA,"#88C1CA","#88C1CA"
"580",NA,NA,23425,NA,"bodo1266",NA,128,1024,2,20.21,86.17,"#88C1CA",NA,"#5E9AC4","#88C1CA"
"581","Aj31","xd408",23464,"Pari","pari1256",NA,1024,128,2,5.09,32.48,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"582",NA,NA,23497,NA,"pash1269",NA,16,128,2,31.92,68.82,"#F6C3C3",NA,"#88C1CA","#88C1CA"
"583","Nf6","xd1240",23519,"Pawnee","pawn1254","4",128,16,2,36.29,-96.89,"#88C1CA","#F1635B","#F6C3C3","#88C1CA"
"584","Ac2","xd44",23563,"Pende","phen1239","4",8192,128,2,-5.65,19.83,"#C52B2F","#F1635B","#88C1CA","#88C1CA"
"NA.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"586",NA,NA,23612,NA,"jamb1236",NA,16,16,2,0.71,101.92,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"587",NA,NA,23618,NA,"taus1251",NA,8192,16,2,8.07,125.39,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"588","Sc8","xd1351",23640,"Piaroa","piar1243","1",8192,128,2,4.42,-67.76,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"589",NA,NA,23662,NA,"piem1238",NA,8192,8192,2,44.84,7.25,"#C52B2F",NA,"#C52B2F","#88C1CA"
"590",NA,NA,23684,NA,"pila1245",NA,1024,16,2,-25.01,-60.15,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"591","Ni6","xd1291",23695,"Pima","akim1239","1",1024,128,2,28.65,-108.33,"#5E9AC4","#5E9AC4","#88C1CA","#88C1CA"
"592",NA,NA,23728,NA,"nhan1238",NA,1024,16,2,-26.97,131.3,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"593",NA,NA,23755,NA,"piva1237",NA,8192,8192,8192,-6.24,155.38,"#C52B2F",NA,"#C52B2F",NA
"594",NA,NA,23827,NA,"poli1260",NA,8192,8192,1024,51.91,19.14,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"595","Nc18","xd1116",23849,"Eastern Pomo","east2545","2",1024,16,2,38.56,-122.59,"#5E9AC4","#88C1CA","#F6C3C3","#88C1CA"
"596",NA,NA,23882,NA,"xhos1239",NA,8192,16,2,-31.33,29.25,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"597",NA,NA,23904,NA,"popo1294",NA,8192,8192,256,17.89,-94.91,"#C52B2F",NA,"#C52B2F","#F6C3C3"
"598",NA,NA,23915,NA,"",NA,1024,16,2,37.01,-7.94,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"599",NA,NA,23926,NA,"port1283",NA,8192,8192,1024,15.51,73.82,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"600",NA,NA,23970,NA,"",NA,8192,8192,2,18.22,-66.59,"#C52B2F",NA,"#C52B2F","#88C1CA"
"601","Ii3","xd882",23981,"Pukapukans","puka1242","1",8192,8192,256,-10.84,-165.83,"#C52B2F","#5E9AC4","#C52B2F","#F6C3C3"
"602",NA,NA,23997,NA,"pumi1242",NA,128,16,2,28.66,101.31,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"603",NA,NA,24014,NA,"panj1259",NA,16,16,2,30.87,75.32,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"604","Ie8","xd822",24025,"Purari","pura1257","2",8192,8192,8,-7.59,145.04,"#C52B2F","#88C1CA","#C52B2F","#C52B2F"
"605","Nh26","xd1277",24052,"Santa Clara","sant1421",NA,128,16,2,35.97,-106.09,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"606",NA,NA,24069,NA,"east2341",NA,128,128,2,18.02,98.27,"#88C1CA",NA,"#88C1CA","#88C1CA"
"607",NA,NA,24091,NA,"quec1389",NA,8192,128,2,-14.41,-71.98,"#C52B2F",NA,"#88C1CA","#88C1CA"
"608",NA,NA,24102,NA,"quec1387",NA,8192,16,2,-14.09,-71.77,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"609",NA,NA,24157,NA,"raja1256",NA,16,16,2,27.02,74.21,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"610","Ca3","xd437",24195,"Tigrinya","tigr1271","5",1024,8192,256,17.44,38.36,"#5E9AC4","#C52B2F","#C52B2F","#F6C3C3"
"611","Ii10","xd877",24245,"Rennell Islanders","renn1242","3",8192,8192,8,-11.66,160.21,"#C52B2F","#F6C3C3","#C52B2F","#C52B2F"
"612","Ej10","xd717",24278,"Rade","rade1240","2",8192,16,2,14.06,108.28,"#C52B2F","#88C1CA","#F6C3C3","#88C1CA"
"613",NA,NA,24300,NA,"sina1266",NA,1024,16,2,-9.78,147.84,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"614","Cf4","xd539",24311,"Brazilians","braz1246","5",1024,8192,1024,-22.91,-43.17,"#5E9AC4","#C52B2F","#C52B2F","#5E9AC4"
"615",NA,NA,24399,NA,"bana1280",NA,16,2,2,46.39,24.23,"#F6C3C3",NA,"#F1635B","#88C1CA"
"616",NA,NA,24421,NA,"roma1327",NA,128,16,2,45.76,22.92,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"617",NA,NA,24432,NA,"roma1327",NA,128,16,2,46.61,21.51,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"618",NA,NA,24440,NA,"ruka1240",NA,8192,128,2,22.77,120.84,"#C52B2F",NA,"#88C1CA","#88C1CA"
"619","Ch11","xd548",24468,"Russians","russ1263","4",128,16,2,59.93,30.33,"#88C1CA","#F1635B","#F6C3C3","#88C1CA"
"620","Ch11","xd548",24472,"Russians","russ1263","4",8192,8192,8192,45.04,41.96,"#C52B2F","#F1635B","#C52B2F",NA
"621",NA,NA,24520,NA,"",NA,8192,16,2,54.97,-1.61,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"622","Eg2","xd678",24540,"Tamil","tami1289","5",2,16,2,13.08,80.27,"#F1635B","#C52B2F","#F6C3C3","#88C1CA"
"623",NA,NA,24564,NA,"kyon1247",NA,2,16,2,35.91,127.77,"#F1635B",NA,"#F6C3C3","#88C1CA"
"624","Nd51","xd1187",24575,"Moapa","sout2969","1",8192,128,2,40.08,-119.54,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"625","Nd52","xd1188",24575,"Shivwits","sout2969","1",8192,128,2,40.08,-119.54,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"626","Nd53","xd1189",24575,"Southern Paiute (Kaibab)","sout2969","1",8192,128,2,40.08,-119.54,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"627","Nd55","xd1189",24575,"Southern Paiute (Las Vegas)","sout2969","1",8192,128,2,40.08,-119.54,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"628","Nd56","xd1192",24575,"San Juan","sout2969","1",8192,128,2,40.08,-119.54,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"629","Ch11","xd548",24597,"Russians","russ1263","4",8192,8192,8192,51.71,36.15,"#C52B2F","#F1635B","#C52B2F",NA
"630",NA,NA,24608,NA,"sard1257",NA,16,16,2,39.06,9.04,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"631",NA,NA,24619,NA,"sout3300",NA,128,8192,2,34.2,-90.57,"#88C1CA",NA,"#C52B2F","#88C1CA"
"632","Ia1","xd732",24696,"Atayal","atay1247","2",8192,128,2,24.52,121.39,"#C52B2F","#88C1CA","#88C1CA","#88C1CA"
"633","Eh8","xd694",24707,"Sakalava","saka1291","4",8192,8192,256,-17.51,43.75,"#C52B2F","#F1635B","#C52B2F","#F6C3C3"
"634",NA,NA,24740,NA,"cent2129",NA,8192,16,2,48.72,-123.04,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"635","Ii1","xd876",24795,"American Samoans","samo1305","3",8192,8192,1024,-13.65,-172.36,"#C52B2F","#F6C3C3","#C52B2F","#5E9AC4"
"636","Ii14","xd880",24795,"Upolu Samoans","samo1305","3",8192,8192,1024,-13.65,-172.36,"#C52B2F","#F6C3C3","#C52B2F","#5E9AC4"
"637",NA,NA,24806,NA,"nene1251",NA,128,16,2,66.18,71.02,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"638","Nh11","xd1261",24811,"San Ildefonso","sani1273","1",8192,128,2,35.91,-106.12,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"639","Aa6","xd6",24828,"Sandawe","sand1273","1",8192,128,2,-5.27,35.48,"#C52B2F","#5E9AC4","#88C1CA","#88C1CA"
"640","Ef1","xd661",24916,"Santal","sant1410","1",128,128,8,25.03,87.82,"#88C1CA","#5E9AC4","#88C1CA","#C52B2F"
"641",NA,NA,25053,NA,"savo1255",NA,8192,8192,8192,-9.13,159.81,"#C52B2F",NA,"#C52B2F",NA
"642",NA,NA,25070,NA,"scot1245",NA,8192,128,2,56.98,-7.47,"#C52B2F",NA,"#88C1CA","#88C1CA"
"643",NA,NA,25071,NA,"scot1243",NA,8192,16,2,57.14,-2.09,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"644",NA,NA,25081,NA,"mada1298",NA,8192,128,2,-5.13,145.59,"#C52B2F",NA,"#88C1CA","#88C1CA"
"645",NA,NA,25163,NA,"sema1265",NA,16,16,2,4.12,101.82,"#F6C3C3",NA,"#F6C3C3","#88C1CA"
"646","Ej14","xd721",25180,"Senoi","sema1266","1",16,8192,8,4.13,101.48,"#F6C3C3","#5E9AC4","#C52B2F","#C52B2F"
"647",NA,NA,25191,NA,"nucl1632",NA,1024,8192,64,-2.61,140.56,"#5E9AC4",NA,"#C52B2F","#F1635B"
"648",NA,NA,25213,NA,"sepi1257",NA,128,16,2,-3.98,141.71,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"649","Ch1","xd546",25220,"Serbs","serb1264","4",16,8192,64,44.62,18.47,"#F6C3C3","#F1635B","#C52B2F","#F1635B"
"650",NA,NA,25224,NA,"mont1282",NA,8192,128,2,42.71,19.37,"#C52B2F",NA,"#88C1CA","#88C1CA"
"651","Ni4","xd1289",25246,"Seri","seri1257","1",8192,16,2,28.99,-112.38,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"652",NA,NA,25350,NA,"shee1238",NA,1024,8192,1024,23.04,114.81,"#5E9AC4",NA,"#C52B2F","#5E9AC4"
"653","Ee6","xd658",25378,"Sherpa","sher1255","4",16,16,2,27.67,85.63,"#F6C3C3","#F1635B","#F6C3C3","#88C1CA"
"654",NA,NA,25389,NA,"shet1241",NA,1024,16,2,60.54,-1.38,"#5E9AC4",NA,"#F6C3C3","#88C1CA"
"655","Ai6","xd380",25411,"Shilluk","shil1265","4",8192,128,2,9.52,31.53,"#C52B2F","#F1635B","#88C1CA","#88C1CA"
"656",NA,NA,25422,NA,"ship1255",NA,8192,128,2,-7.17,-74.82,"#C52B2F",NA,"#88C1CA","#88C1CA"
"657","Ee5","xd657",25427,"Shina","shin1264","5",128,16,2,34.65,75.29,"#88C1CA","#C52B2F","#F6C3C3","#88C1CA"
"658",NA,NA,25444,NA,"tach1250",NA,128,128,2,31.06,-7.92,"#88C1CA",NA,"#88C1CA","#88C1CA"
"659","Ab18","xd19",25466,"Shona","shon1251",NA,8192,8192,8192,-17.36,30.19,"#C52B2F",NA,"#C52B2F",NA
"660",NA,NA,25477,NA,"shos1248",NA,128,128,2,41.01,-116.01,"#88C1CA",NA,"#88C1CA","#88C1CA"
"661",NA,NA,25532,NA,"mbul1263",NA,8192,16,2,-5.33,147.87,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"662",NA,NA,25543,NA,"west2346",NA,128,16,2,38.08,13.51,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"663","Ca16","xd422",25554,"Sidama","sida1246",NA,1024,8192,8,6.74,38.37,"#5E9AC4",NA,"#C52B2F","#C52B2F"
"664","Nb20","xd1080",25576,"Tillamook","till1254","4",1024,16,2,44.91,-124.01,"#5E9AC4","#F1635B","#F6C3C3","#88C1CA"
"665","Ie32","xd810",25653,"Sio","sioo1240","2",128,128,2,-5.96,147.35,"#88C1CA","#88C1CA","#88C1CA","#88C1CA"
"666","Se1","xd1362",25675,"Sirionó","siri1273","1",8192,16,2,-15.53,-63.97,"#C52B2F","#5E9AC4","#F6C3C3","#88C1CA"
"667",NA,NA,25730,NA,"slav1253",NA,8192,16,2,63.27,-123.64,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"668",NA,NA,25741,NA,"rusy1239",NA,8192,8192,1024,49.02,18.21,"#C52B2F",NA,"#C52B2F","#5E9AC4"
"669",NA,NA,25752,NA,"slov1269",NA,8192,16,2,48.66,19.69,"#C52B2F",NA,"#F6C3C3","#88C1CA"
"670",NA,NA,25757,NA,"croa1245",NA,8192,8192,8,45.34,17.81,"#C52B2F",NA,"#C52B2F","#C52B2F"
"671",NA,NA,25818,NA,"soma1255",NA,128,16,2,4.78,45.15,"#88C1CA",NA,"#F6C3C3","#88C1CA"
"672",NA,NA,25917,NA,"soth1252",NA,8192,8192,64,-30.44,27.91,"#C52B2F",NA,"#C52B2F","#F1635B"
"673",NA,NA,25994,NA,"cant1245",NA,1024,128,2,43.09,-4.41,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"674",NA,NA,26005,NA,"leon1250",NA,1024,128,2,42.66,-6.01,"#5E9AC4",NA,"#88C1CA","#88C1CA"
"675",NA,NA,26027,NA,"arag1245",NA,128,16,2,41.59,-0.91,"#88C1CA",NA,"#F6C3C3","#88C1CA"
